codigo_tuss;termo;modelo;fabricante;inicio_vigencia;fim_vigencia;fim_implantacao;registro_anvisa;classe_risco
72392096;PARAFUSO ÓSSEO CRANIOFACIAL NÃO BIOABSORVÍVEL, NÃO ESTÉRIL;NÃO SE APLICA;NÃO SE APLICA;2018-01-01;;2018-03-31;NÃO SE APLICA;NÃO SE APLICA
72392100;PARAFUSO ÓSSEO DA COLUNA VERTEBRAL NÃO BIOABSORVÍVEL;NÃO SE APLICA;NÃO SE APLICA;2018-01-01;;2018-03-31;NÃO SE APLICA;NÃO SE APLICA
72392118;PARAFUSO ÓSSEO ORTOPÉDICO BIOABSORVÍVEL;NÃO SE APLICA;NÃO SE APLICA;2018-01-01;;2018-03-31;NÃO SE APLICA;NÃO SE APLICA
72392126;PARAFUSO ÓSSEO ORTOPÉDICO NÃO BIOABSORVÍVEL, ESTÉRIL;NÃO SE APLICA;NÃO SE APLICA;2018-01-01;;2018-03-31;NÃO SE APLICA;NÃO SE APLICA
72392134;PARAFUSO ÓSSEO ORTOPÉDICO NÃO BIOABSORVÍVEL, NÃO ESTÉRIL;NÃO SE APLICA;NÃO SE APLICA;2018-01-01;;2018-03-31;NÃO SE APLICA;NÃO SE APLICA
102354502;PARAFUSO PARA PLACA DE CRANIOPLASTIA;NÃO SE APLICA;NÃO SE APLICA;2023-10-01;;2023-12-31;NÃO SE APLICA;NÃO SE APLICA
78196442;PARÂMETROS COMBINADOS NO MESMO PRODUTO - CLASSE I;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200776;Paramonoclorofenol Canforado;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200784;Partes, Pecas e Acessorios;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200792;PASSADOR DE SUTURA;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200806;Pasta de Protecao;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200814;Pasta Dental com Fluor;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200822;Pastas Para Profilaxia e Polimento Dental;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78196450;Patela monocomponente para artroplastia de joelho;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
102354723;PEÇA FACIAL FILTRANTE;NÃO SE APLICA;NÃO SE APLICA;2023-10-01;;2023-12-31;NÃO SE APLICA;NÃO SE APLICA
78196469;Pecas Implantaveis de Silicone;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
102354731;PEEK injetável;NÃO SE APLICA;NÃO SE APLICA;2023-10-01;;2023-12-31;NÃO SE APLICA;NÃO SE APLICA
78200830;PEEK para CAD/CAM;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
102354740;Pente para piolhos portátil;NÃO SE APLICA;NÃO SE APLICA;2023-10-01;;2023-12-31;NÃO SE APLICA;NÃO SE APLICA
78200849;Perfurador Odontologico;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200857;PERMUTADOR DE CALOR E HUMIDADE;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200865;Pilar de Cicatrização;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
77381203;Pilar Protetico;NÃO SE APLICA;NÃO SE APLICA;2019-03-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200873;Pinca Bipolar;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200881;Pinca de Fixacao;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200890;Pinca Endoscopica;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200903;Pinca Hemostatica;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200911;Pinca Para Biopsia;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200920;Pincas;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200938;Pincas Articuladas;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200946;Pincas Cirurgicas Descartaveis;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200954;Pincas de Disseccao/Pincas Anatomicas;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
77381858;Pino e fio rígidos absorvíveis;NÃO SE APLICA;NÃO SE APLICA;2019-03-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
77380940;Pino e fio rígidos não absorvíveis;NÃO SE APLICA;NÃO SE APLICA;2019-03-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200962;Pino Para Moldagem/Reconstrucao Coronaria;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200970;Pinos Intraradiculares Odontologicos;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200989;Pinos Para Odontologia;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
77381750;Placa angulada tubular não absorvível para osteossíntese;NÃO SE APLICA;NÃO SE APLICA;2019-03-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78200997;Placa de Aterramento Autoadesiva;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78201004;Placa de Gel de Silicone;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78201012;Placa de Ostomia;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78196477;Placa de reconstrução absorvível para osteossíntese;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
77381769;Placa de reconstrução não absorvível para osteossíntese;NÃO SE APLICA;NÃO SE APLICA;2019-03-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78196485;Placa e Malha Implantavel Absorvivel;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78201020;Placa e Manta Aquecedora;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78196493;Placa especial absorvível para osteossíntese;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
77381238;Placa especial não absorvível para osteossíntese;NÃO SE APLICA;NÃO SE APLICA;2019-03-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
77381475;Placa não absorvível para osteossíntese:;NÃO SE APLICA;NÃO SE APLICA;2019-03-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78196507;Placa reta absorvível para osteossíntese:;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
77381300;Placa reta não absorvível para osteossíntese;NÃO SE APLICA;NÃO SE APLICA;2019-03-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78196515;Placa Terra;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
