competencia;codigo_terminologia;terminologia;codigo_termo;termo;inicio_vigencia;fim_vigencia;fim_implantacao;tipo_acao
Janeiro/2026;19;Terminologia de OPME;104814152;FAMÍLIA DE PINOS ENDODÔNTICOS DE FIBRAS ILLUSION X-RO;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104814136;FAMÍLIA DE PINOS ENDODÔNTICOS DE FIBRAS RTD;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669365;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669535;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.10007-MICROPLACA RETA 14 FUROS  SISTEMA 1.0;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669527;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.15166-MICROPLACA RETA 24 FUROS  SISTEMA 1.5;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669543;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.20017-MINI PLACA RETA 24 FUROS  SISTEMA 2.0 FINE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669551;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.24017-PLACA RETA ALONGADA 24 FUROS  SISTEMA 2.4 FINE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669560;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90005-PLACA ORTOGNÁTICA SISTEMA 1.5 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669578;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90006-PLACA DE RECONSTRUÇÃO ORBITAL / PAREDE LATERAL DIREITA SISTEMA 1.5  PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669586;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90007-PLACA DE RECONSTRUÇÃO ORBITAL / PAREDE LATERAL ESQUERDA SISTEMA 1.5  PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669470;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90008-PLACA DE RECONSTRUÇÃO ORBITAL / ASSOALHO DIREITO SISTEMA 1.5  PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669594;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90009-PLACA DE RECONSTRUÇÃO ORBITAL-ASSOALHO ESQUERDO SISTEMA 1.5 - PE;2026-02-01;;2026-04-30;Incluído
