competencia;codigo_terminologia;terminologia;codigo_termo;termo;inicio_vigencia;fim_vigencia;fim_implantacao;tipo_acao
Janeiro/2026;19;Terminologia de OPME;104795786;MONOPREV - NP1040;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795530;MONOPREV - NP1041;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795310;MONOPREV - NP1042;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795921;MONOPREV - NP1043;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796081;MONOPREV - NP1044;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795719;MONOPREV - NP1045;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795883;MONOPREV - NP1046;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795670;MONOPREV - NP1047;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795476;MONOPREV - NP1048;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795263;MONOPREV - NP1049;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795638;MONOPREV - NP1050;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795433;MONOPREV - NP1051;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795956;MONOPREV - NP1052;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795867;MONOPREV - NP1053;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795964;MONOPREV - NP1054;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795794;MONOPREV - NP1055;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795948;MONOPREV - NP1056;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795859;MONOPREV - NP1057;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796065;MONOPREV - NP1058;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795611;MONOPREV - NP1059;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795417;MONOPREV - NP1060;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795824;MONOPREV - NP1061;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795751;MONOPREV - NP1062;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795484;MONOPREV - NP1063;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796049;MONOPREV - NP1064;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795760;MONOPREV - NP1065;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796260;MONOPREV - NP1066;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795808;MONOPREV - NP1067;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795549;MONOPREV - NP1068;2026-02-01;;2026-04-30;Incluído
